Flow Duration,Total Fwd Packets,Total Backward Packets,Flow Packets/s,Flow Bytes/s,Avg Packet Size,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,ECE Flag Count,Fwd Packets Length Total,Bwd Packets Length Total,Flow IAT Mean,Flow IAT Std,Idle Mean,Protocol
0,0,0,0.0,0.0,78,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,TCP
45178000,0,0,0.045177999999999996,1460.888042852716,66,0,0,0,0,1,0,0,0,0,0.045177936553955,0.0,0.045177936553955,TCP
45399000,0,0,0.00022099999999999998,425339.3665158371,94,0,0,0,1,1,0,0,0,0,0.022699475288391002,0.022478461265563,0.022699475288391002,TCP
176082000,0,0,0.130683,505.0389109524575,66,0,0,0,0,1,0,0,0,0,0.058694044748942006,0.054111664255923,0.058694044748942006,TCP
176405000,0,0,0.000323,2108359.133126935,681,0,0,0,1,1,0,0,0,0,0.044101238250732006,0.05324381805329,0.044101238250732006,TCP
184263000,0,0,0.007858,12344.107915500126,97,0,0,0,0,0,0,0,0,0,0.036852598190307,0.049780462629589003,0.036852598190307,UDP
209874000,0,0,0.025611,3045.566358205459,78,0,1,0,0,0,0,0,0,0,0.034979025522867004,0.045635842153372005,0.034979025522867004,TCP
251017000,0,0,0.041143,1895.8267506015604,78,0,1,0,0,0,0,0,0,0,0.035859584808349006,0.042305600253741006,0.035859584808349006,TCP
432421000,0,0,0.18140399999999998,363.828802010981,66,0,0,0,0,1,0,0,0,0,0.054052621126174004,0.06231331582782001,0.054052621126174004,TCP
434186000,0,0,0.0017649999999999999,37393.76770538244,66,0,0,0,0,1,0,0,0,0,0.048242886861165006,0.061004381915676004,0.048242886861165006,TCP
434256000,0,0,7.000000000000001e-05,942857.142857143,66,0,0,0,0,1,0,0,0,0,0.043425607681274,0.05965095774499601,0.043425607681274,TCP
434303000,0,0,4.7000000000000004e-05,1404255.3191489363,66,0,0,0,0,1,0,0,0,0,0.039482095024802,0.058226056122079005,0.039482095024802,TCP
434426000,0,0,0.00012299999999999998,4739837.398373984,583,0,0,0,1,1,0,0,0,0,0.036202172438303,0.056798658650343004,0.036202172438303,TCP
434664000,0,0,0.00023799999999999998,2449579.831932773,583,0,0,0,1,1,0,0,0,0,0.033435693153968,0.055405486457099,0.033435693153968,TCP
434912000,0,0,0.000248,3012096.774193548,747,0,0,0,1,1,0,0,0,0,0.031065140451703003,0.054069885825732,0.031065140451703003,TCP
436275000,0,0,0.0013629999999999998,74834.92296404988,102,0,0,0,1,1,0,0,0,0,0.029085000356038,0.052759287493663,0.029085000356038,TCP
588687000,0,0,0.152412,433.0367687583655,66,0,0,0,0,1,0,0,0,0,0.036792933940887,0.059167175173513005,0.036792933940887,TCP
588717000,0,0,3.0000000000000004e-05,2200000.0,66,0,0,0,0,1,0,0,0,0,0.03463041081148,0.05804870348544101,0.03463041081148,TCP
590023000,0,0,0.0013059999999999999,385145.48238897393,503,0,0,0,1,1,0,0,0,0,0.032779057820638,0.056927293304794006,0.032779057820638,TCP
591241000,0,0,0.001218,412972.0853858785,503,0,0,0,1,1,0,0,0,0,0.031117953752216,0.055855344292442,0.031117953752216,TCP
643504000,0,0,0.052263,1262.843694391826,66,0,0,0,0,1,0,0,0,0,0.032175207138061004,0.05463576137880401,0.032175207138061004,TCP
644126000,0,0,0.0006219999999999999,106109.32475884244,66,0,0,0,0,1,0,0,0,0,0.030672663734072004,0.053740795816496004,0.030672663734072004,TCP
644213000,0,0,8.7e-05,758620.6896551724,66,0,0,0,0,1,0,0,0,0,0.029282407327131003,0.052890321929609005,0.029282407327131003,TCP
644717000,0,0,0.000504,130952.38095238095,66,0,0,0,0,1,0,0,0,0,0.028031172959700004,0.05205961575538601,0.028031172959700004,TCP
