Flow Duration,Total Fwd Packets,Total Backward Packets,Flow Packets/s,Flow Bytes/s,Avg Packet Size,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,ECE Flag Count,Fwd Packets Length Total,Bwd Packets Length Total,Flow IAT Mean,Flow IAT Std,Idle Mean,Protocol
7233961719,0,0,0.009999366,6600.418466530778,66,0,0,0,0,1,0,0,0,0,0.000769324902586,0.0025089004559340003,0.000769324902586,TCP
7234061800,0,0,0.000100081,659465.8326755328,66,0,0,0,0,1,0,0,0,0,0.0007692537425370001,0.002508776546596,0.0007692537425370001,TCP
7234122102,0,0,6.0302e-05,1094491.0616563298,66,0,0,0,0,1,0,0,0,0,0.0007691783134380001,0.0025086538324470002,0.0007691783134380001,TCP
7234132673,0,0,1.0571000000000001e-05,6243496.357960458,66,0,0,0,0,1,0,0,0,0,0.00076909770414,0.0025085326559160003,0.00076909770414,TCP
7234143713,0,0,1.1040000000000001e-05,5978260.869565218,66,0,0,0,0,1,0,0,0,0,0.000769017137324,0.0025084114890490004,0.000769017137324,TCP
7234213755,0,0,7.0042e-05,942291.767796465,66,0,0,0,0,1,0,0,0,0,0.0007689428217960001,0.0025082885290990003,0.0007689428217960001,TCP
7234227239,0,0,1.3484000000000002e-05,4894690.0029664785,66,0,0,0,0,1,0,0,0,0,0.000768862491282,0.002508167336014,0.000768862491282,TCP
7234239420,0,0,1.2181e-05,5418274.36171086,66,0,0,0,0,1,0,0,0,0,0.0007687820511590001,0.002508046198461,0.0007687820511590001,TCP
7234771254,0,0,0.000531834,124098.87295659924,66,0,0,0,0,1,0,0,0,0,0.0007687568816550001,0.002507914132633,0.0007687568816550001,TCP
7234799776,0,0,2.8522000000000002e-05,2314003.225580254,66,0,0,0,0,1,0,0,0,0,0.0007686782937020001,0.002507792487984,0.0007686782937020001,TCP
7234842995,0,0,4.321900000000001e-05,1527106.1338763044,66,0,0,0,0,1,0,0,0,0,0.000768601191508,0.002507670431643,0.000768601191508,TCP
